fiscal_year,agency_name,payee_name,payee_cleaned,payee_zip,amount
2022,NA,GRIMM & PARKER ARCHITECTURE INC,GRIMM & PARKER ARCHITECTURE INC,NA,1403324
2022,NA,"GROSS, DANIEL E","GROSS, DANIEL E",NA,26000
2022,NA,GROWING SOLUTIONS LLC,GROWING SOLUTIONS LLC,NA,44868
2022,NA,GUITAR CENTER STORES INC,GUITAR CENTER STORES INC,NA,1442282
2022,NA,H&S DISTRIBUTION LLC,H&S DISTRIBUTION LLC,NA,771780
2022,NA,HADLEY FARMS INC,HADLEY FARMS INC,NA,710604
2022,NA,HARBOUR SCHOOL,HARBOUR SCHOOL,NA,367189
2022,NA,HAVTECH CORP,HAVTECH CORP,NA,29233
2022,NA,HAVTECH PARTS DIVISION LLC,HAVTECH PARTS DIVISION LLC,NA,50939
2022,NA,HAVTECH SERVICE DIVISION LLC,HAVTECH SERVICE DIVISION LLC,NA,60433
2022,NA,HCGI HARTFORD INC,HCGI HARTFORD INC,NA,786978
2022,NA,HENLEY CONSTRUCTION CO INC,HENLEY CONSTRUCTION CO INC,NA,3007306
2022,NA,HERCULES FENCE OF MARYLAND LLC,HERCULES FENCE OF MARYLAND LLC,NA,207992
2022,NA,HERMAN BORN & SONS INC,HERMAN BORN & SONS INC,NA,91837
2022,NA,HESS CONSTRUCTION AND ENGINEERING SERVICES INC,HESS CONSTRUCTION AND ENGINEERING SERVICES INC,NA,30888782
2022,NA,HET MCPS LLC,HET MCPS LLC,NA,962500
2022,NA,HIGH LINER FOODS INC,HIGH LINER FOODS INC,NA,28728
2022,NA,HISTORY UNERASED,HISTORY UNERASED,NA,86000
2022,NA,HOGAN LOVELLS US LLP,HOGAN LOVELLS US LLP,NA,184107
2022,NA,HOME DEPOT USA INC,HOME DEPOT USA INC,NA,239072
2022,NA,HOME HEALTH CONNECTION INC,HOME HEALTH CONNECTION INC,NA,232393
2022,NA,"HONIG, MEREDITH","HONIG, MEREDITH",NA,31904
2022,NA,HOOD COLLEGE,HOOD COLLEGE,NA,484610
2022,NA,HOUGHTON MIFFLIN HARCOURT PUBLISHING COMPANY,HOUGHTON MIFFLIN HARCOURT PUBLISHING COMPANY,NA,427543
2022,NA,HYA CORPORATION,HYA CORPORATION,NA,94528
2022,NA,"HYMAN, ANDREW J","HYMAN, ANDREW J",NA,27540
2022,NA,IB SOURCE,IB SOURCE,NA,29507
2022,NA,IBM CORPORATION,IBM CORPORATION,NA,83720
2022,NA,IDENTITY INC,IDENTITY INC,NA,291772
2022,NA,IHEALTH LABS INC,IHEALTH LABS INC,NA,2560280
2022,NA,IMAGINATION STATION INC.,IMAGINATION STATION INC.,NA,105000
2022,NA,IMPROVING EDUCATION INC,IMPROVING EDUCATION INC,NA,95839
2022,NA,INDEPENDENT HARDWARE INC,INDEPENDENT HARDWARE INC,NA,140212
2022,NA,INFOBASE HOLDINGS INC,INFOBASE HOLDINGS INC,NA,89773
2022,NA,INFOR (US) INC,INFOR (US) INC,NA,409356
2022,NA,INSIGHT ENTERPRISES,INSIGHT ENTERPRISES,NA,136500
2022,NA,INSTITUTE FOR MULTI-SENSORY EDUCATION LLC,INSTITUTE FOR MULTI-SENSORY EDUCATION LLC,NA,877428
2022,NA,INSTRUCTURE INC,INSTRUCTURE INC,NA,980050
2022,NA,INTAC INC,INTAC INC,NA,92178
2022,NA,INTEGRATION TECHNOLOGIES GROUP INC,INTEGRATION TECHNOLOGIES GROUP INC,NA,39982
2022,NA,INTERACT STORY THEATRE EDUCATION ASSOCIATION INC,INTERACT STORY THEATRE EDUCATION ASSOCIATION INC,NA,47500
2022,NA,INTERCON TRUCK OF BALTIMORE INC,INTERCON TRUCK OF BALTIMORE INC,NA,28770
2022,NA,INTERNATIONAL BACCALAUREATE,INTERNATIONAL BACCALAUREATE,NA,253409
2022,NA,INTERNATIONAL FOOD SOLUTIONS INC,INTERNATIONAL FOOD SOLUTIONS INC,NA,545392
2022,NA,INTERSTATE CORPORATION,INTERSTATE CORPORATION,NA,3320572
2022,NA,IP DSC MOCO LLC,IP DSC MOCO LLC,NA,145635
2022,NA,ISTUDIO LLC,ISTUDIO LLC,NA,30947
2022,NA,IVYMOUNT SCHOOL,IVYMOUNT SCHOOL,NA,6904876
2022,NA,IXL LEARNING INC,IXL LEARNING INC,NA,43979
2022,NA,J&J SNACK FOOD SALES CORP,J&J SNACK FOOD SALES CORP,NA,179663
2022,NA,J&S PLAN B LLC,J&S PLAN B LLC,NA,104084
2022,NA,J.G. PARKS & SON,J.G. PARKS & SON,NA,240245
2022,NA,J.S.B INDUSTRIES INC,J.S.B INDUSTRIES INC,NA,68813
2022,NA,JACKSON LEWIS PC,JACKSON LEWIS PC,NA,61981
2022,NA,JAMES POSEY ASSOCIATES INC,JAMES POSEY ASSOCIATES INC,NA,378798
2022,NA,JAMES RIVER SOLUTIONS,JAMES RIVER SOLUTIONS,NA,459913
2022,NA,JEMISUN HEALTHCARE SERVICES INC,JEMISUN HEALTHCARE SERVICES INC,NA,74165
2022,NA,JENNIE-O TURKEY STORE SALES LLC,JENNIE-O TURKEY STORE LLC,NA,127398
2022,NA,JEWISH SOCIAL SERVICE AGENCY,JEWISH SOCIAL SERVICE AGENCY,NA,269505
2022,NA,JKM MUSIC GROUP LLC,JKM MUSIC GROUP LLC,NA,45108
2022,NA,JOHNSON & TOWERS INC,JOHNSON & TOWERS INC,NA,264571
2022,NA,JOHNSON CONTROLS US HOLDINGS LLC,JOHNSON CONTROLS US HOLDINGS LLC,NA,57256
2022,NA,JOHNSON TRUCK CENTER LLC,JOHNSON TRUCK CENTER LLC,NA,677600
2022,NA,JOSTENS INC,JOSTENS INC,NA,58472
2022,NA,JPG PLUMBING AND MECHANICAL SERVICES INC,JPG PLUMBING AND MECHANICAL SERVICES INC,NA,121468
2022,NA,JPMORGAN CHASE BANK. N.A.,JPMORGAN CHASE BANK. N.A.,NA,12303276
2022,NA,"JTM PROVISIONS COMPANY, INC","JTM PROVISIONS COMPANY, INC",NA,449317
2022,NA,JUNIOR ACHIEVEMENT OF GREATER WASHINGTON,JUNIOR ACHIEVEMENT OF GREATER WASHINGTON,NA,314931
2022,NA,K NEAL INTERNATIONAL TRUCKS INC,K NEAL INTERNATIONAL TRUCKS INC,NA,152213
2022,NA,K&M SUPPLY INC,K&M SUPPLY INC,NA,272975
2022,NA,KCI TECHNOLOGIES INC,KCI TECHNOLOGIES INC,NA,379760
2022,NA,KELLER BROTHERS INC,KELLER BROTHERS INC,NA,45177632
2022,NA,KELLER CONSTRUCTION MANAGEMENT LLC,KELLER CONSTRUCTION MANAGEMENT LLC,NA,36009
2022,NA,KELLOGG SALES CO,KELLOGG SALES CO,NA,593110
2022,NA,KELLY GENERATOR & EQUIPMENT INC,KELLY GENERATOR & EQUIPMENT INC,NA,25167
2022,NA,KENDALL HUNT PUBLISHING CO,KENDALL HUNT PUBLISHING CO,NA,26848
2022,NA,KENNEDY KRIEGER EDUCATION AND COMMUNITY SERVICES INC,KENNEDY KRIEGER EDUCATION AND COMMUNITY SERVICES INC,NA,4628138
2022,NA,KEV GROUP INC,KEV GROUP INC,NA,156000
2022,NA,KINGMOR SUPPLY INC,KINGMOR SUPPLY INC,NA,124421
2022,NA,KINGSMAN HOLDINGS INC,KINGSMAN HOLDINGS INC,NA,173880
2022,NA,KONICA MINOLTA BUSINESS SOLUTIONS USA INC,KONICA MINOLTA BUSINESS SOLUTIONS USA INC,NA,39129
2022,NA,"KRAMER, ETHAN","KRAMER, ETHAN",NA,108330
2022,NA,L & L MUSIC WIND SHOP INC,L & L MUSIC WIND SHOP INC,NA,41604
2022,NA,"L&R ENTERPRISES, INC","L&R ENTERPRISES, INC",NA,77569
2022,NA,LAB SCHOOL OF WASHINGTON,LAB SCHOOL OF WASHINGTON,NA,622068
2022,NA,LABEL INDUSTRIES INC,LABEL INDUSTRIES INC,NA,28481
2022,NA,LAKESHORE EQUIPMENT COMPANY,LAKESHORE EQUIPMENT COMPANY,NA,813879
2022,NA,LAND O'LAKES INC,LAND O'LAKES INC,NA,180049
2022,NA,"LANGUAGE LINE SERVICES, INC","LANGUAGE LINE SERVICES, INC",NA,482462
2022,NA,"LASHOF VIOLINS, LLC","LASHOF VIOLINS, LLC",NA,60889
2022,NA,LATHAM CENTERS INC,LATHAM CENTERS INC,NA,301544
2022,NA,LAVINIA GROUP LLC,LAVINIA GROUP LLC,NA,1496650
2022,NA,LEGENDS OF LEARNING INC,LEGENDS OF LEARNING INC,NA,122400
2022,NA,"LEGO BRAND RETAIL, INC","LEGO BRAND RETAIL, INC",NA,506666
2022,NA,LENOVO INC,LENOVO INC,NA,1414677
2022,NA,LEONARD PAPER CO,LEONARD PAPER CO,NA,81424
2022,NA,LESSONPIX INC,LESSONPIX INC,NA,37161
2022,NA,LET'S DO LUNCH INC,LET'S DO LUNCH INC,NA,1040976
2022,NA,LEXIA LEARNING SYSTEMS LLC,LEXIA LEARNING SYSTEMS LLC,NA,626800
2022,NA,LEXIA VOYAGER SOPRIS INC,LEXIA VOYAGER SOPRIS INC,NA,567201
2022,NA,LIFEWORKS (US) LTD.,LIFEWORKS (US) LTD.,NA,404883
2022,NA,LIGHTING MAINTENANCE INC,LIGHTING MAINTENANCE INC,NA,115048
2022,NA,LINCOLN LIBRARY PRESS INC,LINCOLN LIBRARY PRESS INC,NA,32758
2022,NA,LINDSAY FORD LLC,LINDSAY FORD LLC,NA,669012
2022,NA,LINKEDIN CORPORATION,LINKEDIN CORPORATION,NA,27553
2022,NA,LINWOOD CHILDRENS CENTER INC,LINWOOD CHILDRENS CENTER INC,NA,146768
2022,NA,LITERACY COUNCIL OF MONTGOMERY COUNTY MARYLAND INC,LITERACY COUNCIL OF MONTGOMERY COUNTY MARYLAND INC,NA,36250
2022,NA,LOGAN RIVER ACADEMY,LOGAN RIVER ACADEMY,NA,85134
2022,NA,LONGROAD ENERGY HOLDINGS LLC,LONGROAD ENERGY HOLDINGS LLC,NA,159110
2022,NA,LORD & COMPANY TECHNOLOGIES INC,LORD & COMPANY TECHNOLOGIES INC,NA,89245
2022,NA,LRP PUBLICATIONS,LRP PUBLICATIONS,NA,33359
2022,NA,LUMINACE AGGREGATOR LLC,LUMINACE AGGREGATOR LLC,NA,87545
2022,NA,M B LIMITED PARTNERSHIP,M B LIMITED PARTNERSHIP,NA,110000
2022,NA,M R ENTERPRISES INC,M R ENTERPRISES INC,NA,124565
2022,NA,M T LANEY COMPANY INC,M T LANEY COMPANY INC,NA,416755
2022,NA,M&M WELDING & FABRICATORS,M&M WELDING & FABRICATORS,NA,3064391
2022,NA,MACKIN BOOK CO,MACKIN BOOK CO,NA,48172
2022,NA,MACMILLAN HOLDINGS LLC,MACMILLAN HOLDINGS LLC,NA,227590
2022,NA,MAGGIN CONSTRUCTION CO INC,MAGGIN CONSTRUCTION CO INC,NA,2742957
2022,NA,MAGNOLIA PLUMBING INC,MAGNOLIA PLUMBING INC,NA,433522
2022,NA,MALLICK MECHANICAL CONTRACTORS INC,MALLICK MECHANICAL CONTRACTORS INC,NA,3516790
2022,NA,MANSFIELD OIL CO,MANSFIELD OIL CO,NA,10641623
2022,NA,MARSON FOODS LLC,MARSON FOODS LLC,NA,262103
2022,NA,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,NA,163458
2022,NA,MARYLAND DEPARTMENT OF HEALTH REGIONAL INSTITUTE FOR CHILDREN & ADOLESCENTS,MARYLAND DEPARTMENT OF HEALTH REGIONAL INSTITUTE FOR CHILDREN & ADOLESCENTS,NA,219190
2022,NA,MARYLAND NATIONAL CAPITAL PARK & PLANNING COMMISSION,MARYLAND NATIONAL CAPITAL PARK & PLANNING COMMISSION,NA,123890
2022,NA,MARYLAND SCHOOL FOR THE DEAF,MARYLAND SCHOOL FOR THE DEAF,NA,44270
2022,NA,MARYLAND SOUND INTERNATIONAL HOLDING CO,MARYLAND SOUND INTERNATIONAL HOLDING CO,NA,143008
2022,NA,MARYLAND UNEMPLOYMENT INS ADM,MARYLAND UNEMPLOYMENT INS ADM,NA,604733
2022,NA,MARZETTI FROZEN PASTA INC,MARZETTI FROZEN PASTA INC,NA,46591
2022,NA,MASTER CARE FLOORING INC,MASTER CARE FLOORING INC,NA,342155
2022,NA,MAXIM HEALTHCARE SERVICES HOLDINGS INC,MAXIM HEALTHCARE SERVICES INC.,NA,370839
2022,NA,MAXXESS SYSTEMS INC,MAXXESS SYSTEMS INC,NA,42415
2022,NA,MCCAIN FOODS USA INC,MCCAIN FOODS USA INC,NA,494406
2022,NA,MCCORMICK INSULATION SUPPLY,MCCORMICK INSULATION SUPPLY,NA,37522
2022,NA,MCDANIEL COLLEGE INC,MCDANIEL COLLEGE INC,NA,788402
2022,NA,MCDONOUGH BOLYARD PECK INC,MCDONOUGH BOLYARD PECK INC,NA,44298
2022,NA,MCGRATH RENTCORP,MCGRATH RENTCORP,NA,1993081
2022,NA,MCGRAW-HILL EDUCATION INC,MCGRAW-HILL EDUCATION INC,NA,185864
2022,NA,MEAD TREE & TURF CARE INC,MEAD TREE & TURF CARE INC,NA,195736
2022,NA,MEDICAL ACCESS PC,MEDICAL ACCESS PC,NA,28364
2022,NA,MELTWATER NEWS US INC,MELTWATER NEWS US INC,NA,25000
2022,NA,METRO METAL SERVICES INC,METRO METAL SERVICES INC,NA,480773
2022,NA,METROPOLITAN BASEBALL UMPIRES ASSOCIATION,METROPOLITAN BASEBALL UMPIRES ASSOCIATION,NA,35301
2022,NA,MEYER MATERIAL HANDLING PRODUCTS INC,MEYER MATERIAL HANDLING PRODUCTS INC,NA,32377
2022,NA,MG AUTO GLASS INC,MG AUTO GLASS INC,NA,129989
2022,NA,MICHIGAN DESSERT CORPORATION,MICHIGAN DESSERT CORPORATION,NA,73480
2022,NA,MICROBAC LABORATORIES INC,MICROBAC LABORATORIES INC.,NA,62134
2022,NA,MICROSOFT CORPORATION,MICROSOFT CORPORATION,NA,152260
2022,NA,MID-ATLANTIC EQUITY CONSORTIUM INC,MID-ATLANTIC EQUITY CONSORTIUM INC,NA,186376
2022,NA,MIK INDUSTRIES INC,MIK INDUSTRIES INC,NA,398029
2022,NA,MILEHAM & KING INC,MILEHAM & KING INC,NA,52174
2022,NA,MILES & STOCKBRIDGE PC,MILES & STOCKBRIDGE PC,NA,255785
2022,NA,MINMOR INDUSTRIES LLC,MINMOR INDUSTRIES LLC,NA,97017
2022,NA,MITEL BUSINESS SYSTEMS INC,MITEL BUSINESS SYSTEMS INC,NA,710089
2022,NA,MOBILE COMMUNICATIONS AMERICA INC,MOBILE COMMUNICATIONS AMERICA INC,NA,32200
2022,NA,MOCO KIDSCO INC,MOCO KIDSCO INC,NA,1707632
2022,NA,MODERN DOOR & EQUIPMENT SALES INC,MODERN DOOR & EQUIPMENT SALES INC,NA,74593
2022,NA,MODULAR GENIUS INC,MODULAR GENIUS INC,NA,885088
2022,NA,MONTGOMERY BOYS LACROSSE OFFICIALS ASSOCIATION INC,MONTGOMERY BOYS LACROSSE OFFICIALS ASSOCIATION INC,NA,45365
2022,NA,MONTGOMERY COLLEGE,MONTGOMERY COLLEGE,NA,2197375
2022,NA,MONTGOMERY COLLEGE FOUNDATION INC,MONTGOMERY COLLEGE FOUNDATION INC,NA,49570
2022,NA,MONTGOMERY COUNTY ASSOCIATION OF ADMINISTRATORS AND PRINCIPALS,MONTGOMERY COUNTY ASSOCIATION OF ADMINISTRATORS AND PRINCIPALS,NA,43087
2022,NA,MOSELEY ARCHITECTS OF MARYLAND INC,MOSELEY ARCHITECTS,NA,605483
2022,NA,MOSELEY ARCHITECTS PC,MOSELEY ARCHITECTS,NA,78549
2022,NA,MPS HEALTHCARE INC,MPS HEALTHCARE INC,NA,97882
2022,NA,MR. ELTON MCINTOSH,MR. ELTON MCINTOSH,NA,45955
2022,NA,MSSF INC,MSSF INC,NA,53056
2022,NA,MTFA ARCHITECTURE PLLC,MTFA ARCHITECTURE PLLC,NA,961868
2022,NA,MULTICORP FIRE PROTECTION SERVICES LLC,MULTICORP FIRE PROTECTION SERVICES LLC,NA,80063
2022,NA,MULTI-HEALTH SYSTEMS INC,MULTI-HEALTH SYSTEMS INC,NA,125677
2022,NA,MUSE ARCHITECTS PC,MUSE ARCHITECTS PC,NA,69432
2022,NA,MYCO INCORPORATED,MYCO INCORPORATED,NA,30705
2022,NA,"MYTHICS, INC","MYTHICS, INC",NA,452911
2022,NA,NARDONE BROTHERS BAKING COMPANY INC,NARDONE BROTHERS BAKING COMPANY INC,NA,378134
2022,NA,NASCO EDUCATION LLC,NASCO EDUCATION LLC,NA,93229
2022,NA,NATIONAL CENTER ON INSTITUTION & ALTERNATIVES,NATIONAL CENTER ON INSTITUTION & ALTERNATIVES,NA,81451
2022,NA,NATIONAL COMPADRES NETWORK ORG,NATIONAL COMPADRES NETWORK ORG,NA,75000
2022,NA,NATIONAL FOOD GROUP INC,NATIONAL FOOD GROUP INC,NA,409142
2022,NA,NATIONAL REHABILITATION HOSPITAL INC,NATIONAL REHABILITATION HOSPITAL INC,NA,64000
2022,NA,NATIONAL RESTAURANT ASSOCIATION,NATIONAL RESTAURANT ASSOCIATION,NA,33954
2022,NA,NATIONAL SEATING & MOBILITY INC,NATIONAL SEATING & MOBILITY INC,NA,132210
2022,NA,NATIONAL SPEECH & LANGUAGE THERAPY CENTER INC,NATIONAL SPEECH & LANGUAGE THERAPY CENTER INC,NA,315210
2022,NA,NATIONAL STUDENT CLEARINGHOUSE,NATIONAL STUDENT CLEARINGHOUSE,NA,27250
2022,NA,NCS PEARSON INCORPORATED,NCS PEARSON INCORPORATED,NA,361435
2022,NA,NEARPOD INC,NEARPOD INC,NA,491258
2022,NA,NETCOM TECHNOLOGIES INC,NETCOM TECHNOLOGIES INC,NA,1445582
2022,NA,NEWSELA INC,NEWSELA INC,NA,54660
2022,NA,NEXUS WOODBOURNE FAMILY HEALING,NEXUS WOODBOURNE FAMILY HEALING,NA,151408
2022,NA,NOA ARCHITECTURE PLANNING INTERIORS LLC,NOA ARCHITECTURE PLANNING INTERIORS LLC,NA,46074
2022,NA,NOLAND COMPANY,NOLAND COMPANY,NA,60198
2022,NA,NORTHERN VIRGINIA SUPPLY INC,NORTHERN VIRGINIA SUPPLY INC,NA,176287
2022,NA,NORTHWEST EVALUATION ASSOCIATION,NORTHWEST EVALUATION ASSOCIATION,NA,1125000
2022,NA,NORTON LAND DESIGN LLC,NORTON LAND DESIGN LLC,NA,59850
2022,NA,NOTABLE INC,NOTABLE INC,NA,187362
2022,NA,NOTRE DAME OF MARYLAND UNIVERSITY INC,NOTRE DAME OF MARYLAND UNIVERSITY INC,NA,734951
2022,NA,OAK CONTRACTING LLC,OAK CONTRACTING LLC,NA,4985237
2022,NA,OCTAGON SERVICES INC,OCTAGON SERVICES INC,NA,35639
2022,NA,OFFICE DEPOT INC,OFFICE DEPOT INC,NA,46053
2022,NA,OFFICEPRO INC,OFFICEPRO INC,NA,45872
2022,NA,ONLINE SCHOOL MANAGEMENT SYSTEM,ONLINE SCHOOL MANAGEMENT SYSTEM,NA,31400
2022,NA,ORACLE AMERICA INC,ORACLE AMERICA INC,NA,1071392
2022,NA,ORNDORFF & SPAID INC,ORNDORFF & SPAID INC,NA,82411
2022,NA,OTC BRANDS INC,OTC BRANDS INC,NA,60306
2022,NA,OVERDRIVE INC,OVERDRIVE INC,NA,189771
2022,NA,OXFORD UNIVERSITY PRESS,OXFORD UNIVERSITY PRESS,NA,35821
2022,NA,PAPCO INC,PAPCO INC,NA,747438
2022,NA,PARA-MED MEDICAL TRANSPORTATION INC,PARA-MED MEDICAL TRANSPORTATION INC,NA,85430
2022,NA,PARAMOUNT MECHANICAL CORP,PARAMOUNT MECHANICAL CORP,NA,46810
2022,NA,PARTS AUTHORITY LLC,PARTS AUTHORITY LLC,NA,40805
2022,NA,PARTS AUTHORITY SOUTHERN LLC,PARTS AUTHORITY SOUTHERN LLC,NA,60415
2022,NA,PATHWAYS SCHOOLS,PATHWAYS SCHOOLS,NA,627504
2022,NA,PEAR DECK INC,PEAR DECK INC,NA,169301
2022,NA,PENSKE TRUCK LEASING CO LP,PENSKE TRUCK LEASING CO LP,NA,129345
2022,NA,PEPCO,PEPCO,NA,13491305
2022,NA,PERFECTION LEARNING CORPORATION,PERFECTION LEARNING CORPORATION,NA,414387
2022,NA,PERFORMANCE FOOD GROUP INC,PERFORMANCE FOOD GROUP INC,NA,54571
2022,NA,PERKINS EASTMAN ARCHITECTS DPC,PERKINS EASTMAN ARCHITECTS DPC,NA,1174392
2022,NA,PESSIN KATZ LAW PA,PESSIN KATZ LAW PA,NA,284377
2022,NA,PETERSON FARM FRESH INC,PETERSON FARMS INC,NA,370496
2022,NA,PETERSON FARMS INC,PETERSON FARMS INC,NA,36662
2022,NA,PHILLIPS PROGRAMS,PHILLIPS PROGRAMS,NA,1785764
2022,NA,PHONAK INC,PHONAK INC,NA,27479
2022,NA,PLANO-COUDON LLC,PLANO-COUDON LLC,NA,42291
2022,NA,PLAYCORE WISCONSIN INC,PLAYCORE WISCONSIN INC,NA,28542
2022,NA,PLAYGROUND SPECIALISTS INC,PLAYGROUND SPECIALISTS INC,NA,738025
2022,NA,PLAYPOWER LT FARMINGTON INC,PLAYPOWER LT FARMINGTON INC,NA,81400
2022,NA,PLEXUS INSTALLATIONS INC,PLEXUS INSTALLATIONS INC,NA,83209
2022,NA,POCKET NURSE ENTERPRISES,POCKET NURSE ENTERPRISES,NA,34144
2022,NA,"POLICY STUDIES ASSOCIATES, INC","POLICY STUDIES ASSOCIATES, INC",NA,25546
2022,NA,POTOMAC EDISON,POTOMAC EDISON,NA,1102427
2022,NA,POWERSCHOOL HOLDINGS LLC,POWERSCHOOL HOLDINGS LLC,NA,2050754
2022,NA,PREMIERE SPEAKERS BUREAU,PREMIERE SPEAKERS BUREAU,NA,40000
2022,NA,PRESENCELEARNING INC,PRESENCELEARNING INC,NA,289449
2022,NA,PREVOST CONSTRUCTION CO,PREVOST CONSTRUCTION CO,NA,4373283
2022,NA,PROCOM COMMUNICATIONS LLC,PROCOM COMMUNICATIONS LLC,NA,388983
2022,NA,PROCON CONSULTING LLC,PROCON CONSULTING LLC,NA,29022
2022,NA,PRODUCTS UNLIMITED DISTRIBUTORS INC,PRODUCTS UNLIMITED DISTRIBUTORS INC,NA,181327
2022,NA,PRO-ED INC,PRO-ED INC,NA,41441
2022,NA,PROFESSIONAL STARTUP AND OPERATING SERVICES INC,PROFESSIONAL STARTUP AND OPERATING SERVICES INC,NA,77892
2022,NA,"PROFFITT & ASSOCIATES ARCHITECTS, PC","PROFFITT & ASSOCIATES ARCHITECTS, PC",NA,200024
2022,NA,PROJECT LEAD THE WAY INC,PROJECT LEAD THE WAY INC,NA,644809
2022,NA,PROMOTIONAL DESIGN CONCEPTS INC.,PROMOTIONAL DESIGN CONCEPTS INC.,NA,28742
2022,NA,PROQUEST LLC,PROQUEST LLC,NA,139114
2022,NA,PULSEWIND LLC,PULSEWIND LLC,NA,61128
2022,NA,PYRAMID PAPER COMPANY,PYRAMID PAPER COMPANY,NA,734883
2022,NA,QUADIENT INC,QUADIENT INC,NA,172055
2022,NA,QUALITY ONE CARE HOME HEALTH INC,QUALITY ONE CARE HOME HEALTH INC,NA,134740
2022,NA,QUAVERMUSIC.COM LLC,QUAVERMUSIC.COM LLC,NA,236880
2022,NA,R & S AUTO & TRUCK SPRING WORKS INC,R & S AUTO & TRUCK SPRING WORKS INC,NA,25361
2022,NA,R D BEAN INC,R D BEAN INC,NA,460642
2022,NA,R.W. WARNER INC,R.W. WARNER INC,NA,147678
2022,NA,RAM ENTERPRISES INC,RAM ENTERPRISES INC,NA,128909
2022,NA,RAND SOLUTIONS GROUP INC,RAND SOLUTIONS GROUP INC,NA,121335
2022,NA,RASIX COMPUTER CENTER INC,RASIX COMPUTER CENTER INC,NA,578904
2022,NA,RCC1545 LLC,RCC1545 LLC,NA,3150607
2022,NA,RDA CORPORATION,RDA CORPORATION,NA,188310
2022,NA,REALLY GOOD STUFF LLC,REALLY GOOD STUFF LLC,NA,203162
2022,NA,REALLY GREAT READING LLC,REALLY GREAT READING LLC,NA,951694
2022,NA,RECOVERY POINT SYSTEMS INC,RECOVERY POINT SYSTEMS INC,NA,788703
2022,NA,REDBIRD FLIGHT SIMULATIONS INC,REDBIRD FLIGHT SIMULATIONS INC,NA,44390
2022,NA,REGINALD S LOURIE CENTER FOR INFANTS & YOUNG CHILDREN INC,REGINALD S LOURIE CENTER FOR INFANTS & YOUNG CHILDREN INC,NA,717894
2022,NA,"REIDER, KELLY","REIDER, KELLY",NA,81966
2022,NA,RESCUE ONE TRAINING FOR LIFE INC,RESCUE ONE TRAINING FOR LIFE INC,NA,350833
2022,NA,RESEARCH FOR BETTER TEACHING,RESEARCH FOR BETTER TEACHING,NA,60001
2022,NA,RETRO ENVIRONMENTAL INC,RETRO ENVIRONMENTAL INC,NA,73135
2022,NA,REYNOLDS CONSULTING ENGINEERS INC,REYNOLDS CONSULTING ENGINEERS INC,NA,121664
2022,NA,RICH PRODUCT CORP,RICH PRODUCT CORP,NA,453473
2022,NA,RIVERSIDE ASSESSMENTS LLC,RIVERSIDE ASSESSMENTS LLC,NA,39244
2022,NA,RIVERSIDE PAPER SUPPLY,RIVERSIDE PAPER SUPPLY,NA,281141
2022,NA,RK PAYROLL SOLUTIONS INC,RK PAYROLL SOLUTIONS INC,NA,391752
2022,NA,ROCHESTER 100 INC,ROCHESTER 100 INC,NA,38114
2022,NA,ROCKVILLE COLOR LLC,ROCKVILLE COLOR LLC,NA,39297
2022,NA,ROCKVILLE MD II SGF LLC,ROCKVILLE MD II SGF LLC,NA,1252907
2022,NA,"RODRIGUEZ, KATHLEEN M","RODRIGUEZ, KATHLEEN M",NA,81900
2022,NA,ROLYN COMPANIES INC,ROLYN COMPANIES INC,NA,82713
2022,NA,ROSEN PUBLISHING GROUP,ROSEN PUBLISHING GROUP,NA,26051
2022,NA,RRMM ARCHITECTS PC,RRMM ARCHITECTS PC,NA,388716
2022,NA,RSC ELECTRICAL & MECHANICAL CONTRACTORS INC,RSC ELECTRICAL & MECHANICAL CONTRACTORS INC,NA,27148
2022,NA,S FREEDMAN & SONS INC,S FREEDMAN & SONS INC,NA,6043809
2022,NA,S&E PAPER INC,S&E PAPER INC,NA,116222
2022,NA,SAFEWARE INC,SAFEWARE INC,NA,52582
2022,NA,SAGE PUBLICATIONS INC,SAGE PUBLICATIONS INC,NA,32996
2022,NA,SAINT COLETTA OF GREATER WASHINGTON INC,SAINT COLETTA OF GREATER WASHINGTON INC,NA,97553
2022,NA,SAMAHA ASSOCIATES PC,SAMAHA ASSOCIATES PC,NA,500415
2022,NA,SAVORY LIFE LLC,SAVORY LIFE LLC,NA,607547
2022,NA,SCENARIO LEARNING LLC,SCENARIO LEARNING LLC,NA,67565
2022,NA,SCHNEIDER ELECTRIC IT CORPORATION,SCHNEIDER ELECTRIC IT CORPORATION,NA,31486
2022,NA,SCHOLASTIC INC,SCHOLASTIC INC,NA,344349
2022,NA,SCHOLASTIC LIBRARY PUBLISHING,SCHOLASTIC LIBRARY PUBLISHING,NA,45730
2022,NA,SCHOOL DATEBOOKS INC,SCHOOL DATEBOOKS INC,NA,40186
2022,NA,SCHOOL OUTFITTERS LLC,SCHOOL OUTFITTERS LLC,NA,59582
2022,NA,SCHOOL SPECIALTY LLC,SCHOOL SPECIALTY LLC,NA,1320694
2022,NA,SCHWANS FOOD COMPANY,SCHWANS FOOD COMPANY,NA,665493
2022,NA,SEMPCO INC,SEMPCO INC,NA,116335
2022,NA,SERVICE PHOTO SUPPLY INC,SERVICE PHOTO SUPPLY INC,NA,28421
